# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Jul 26 18:06:36 2025
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 1
# CONSTRAINT:  and discoverymethod like '%Radial Velocity%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
47 UMa d,47 UMa,1,3,Radial Velocity,2009,Lick Observatory,0,14002.00000000000,4018.00000000000,-5095.00000000000,0,11.6000000000,2.1000000000,-2.9000000000,0,13.50000000,,,0,1.20000000,,,0,521.22000000,92.17000000,-152.55000000,0,1.64000000,0.29000000,-0.48000000,0,Msini,0.160000,0.090000,-0.160000,0,,,,,,,,,0,G0V,5872.00,92.94,-113.53,0,1.213340,0.038883,-0.058353,0,1.060000,0.128402,-0.137608,0,0.0400,0.1000,-0.1000,0,[M/H],4.295410,0.066185,-0.071358,0,10h59m27.54s,164.8647611,+40d25m49.78s,40.4304931,13.79670000,0.02890000,-0.02890000,5.0335200,0.0230000,-0.0230000,3.7500000,0.3400000,-0.3400000,4.8783700,0.0038294,-0.0038294
51 Peg b,51 Peg,1,1,Radial Velocity,1995,Haute-Provence Observatory,0,4.23078500000,0.00003600000,-0.00003600000,0,0.0527000000,0.0030000000,-0.0030000000,0,14.30000000,,,0,1.27000000,,,0,146.20180000,19.06980000,-3.17830000,0,0.46000000,0.06000000,-0.01000000,0,Mass,0.013000,0.012000,-0.012000,0,,,,,,,,,0,G5V,5758.00,101.62,-119.62,0,1.175610,0.067361,-0.035328,0,1.030000,0.166699,-0.085418,0,0.1800,0.1000,-0.1000,0,[M/H],4.310380,0.081246,-0.062595,0,22h57m28.21s,344.3675399,+20d46m08.74s,20.7690958,15.46140000,0.02970000,-0.02970000,5.4530900,0.0230000,-0.0230000,3.9110000,0.0210000,-0.0210000,5.2864700,0.0027680,-0.0027680
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,919.86000000000,1.92000000000,-3.71000000000,0,2.0280000000,0.0030000000,-0.0050000000,0,13.40000000,,,0,1.20000000,,,0,597.83523357,12.07747947,-28.28672822,0,1.88100000,0.03800000,-0.08900000,0,Msini,0.042000,0.024000,-0.032000,0,,,,,,,,,0,K0 IV,4941.00,,,0,4.940000,0.550000,-0.500000,0,1.320000,0.200000,-0.210000,0,-0.1700,0.1100,-0.0700,0,[Fe/H],3.160000,0.080000,-0.080000,0,06h30m47.05s,97.6960311,+58d09m40.23s,58.1611753,54.65990000,0.27340000,-0.27340000,5.8730700,0.0230000,-0.0230000,3.7010000,0.3000000,-0.3000000,5.6068600,0.0010850,-0.0010850
61 Vir b,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,4.21500000000,0.00060000000,-0.00060000000,0,0.0502010000,0.0000050000,-0.0000050000,0,2.11000000,,,0,0.18800000,,,0,5.10000000,0.50000000,-0.50000000,0,0.01600000,0.00200000,-0.00200000,0,Msini,0.120000,0.110000,-0.110000,0,,,,,,,,,0,G5 V,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.0100,,,0,[Fe/H],4.340000,0.030000,-0.030000,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000,0.01737000,-0.01730000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701
61 Vir c,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,38.02100000000,0.03400000000,-0.03400000000,0,0.2175000000,0.0001000000,-0.0001000000,0,4.46000000,,,0,0.39800000,,,0,18.20000000,1.10000000,-1.10000000,0,0.05700000,0.00300000,-0.00300000,0,Msini,0.140000,0.060000,-0.060000,0,,,,,,,,,0,G5 V,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.0100,,,0,[Fe/H],4.340000,0.030000,-0.030000,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000,0.01737000,-0.01730000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701
61 Vir d,61 Vir,1,3,Radial Velocity,2009,Multiple Observatories,0,123.01000000000,0.55000000000,-0.55000000000,0,0.4760000000,0.0010000000,-0.0010000000,0,5.11000000,,,0,0.45600000,,,0,22.90000000,2.60000000,-2.60000000,0,0.07200000,0.00800000,-0.00800000,0,Msini,0.350000,0.090000,-0.090000,0,,,,,,,,,0,G5 V,5577.00,33.00,-33.00,0,0.963000,0.011000,-0.011000,0,0.942000,0.034000,-0.029000,0,-0.0100,,,0,[Fe/H],4.340000,0.030000,-0.030000,0,13h18m23.15s,199.5964550,-18d18m56.79s,-18.3157745,8.50332000,0.01737000,-0.01730000,4.6955000,0.0462000,-0.0462000,2.9560000,0.2360000,-0.2360000,4.5405200,0.0055701,-0.0055701
7 CMa b,7 CMa,1,2,Radial Velocity,2011,Anglo-Australian Telescope,0,735.10000000000,14.80000000000,-1.00000000000,0,1.7580000000,0.0240000000,-0.0010000000,0,13.40000000,,,0,1.20000000,,,0,587.98550000,19.06980000,-19.06980000,0,1.85000000,0.06000000,-0.06000000,0,Msin(i)/sin(i),0.060000,0.030000,-0.030000,0,,,,,,,,,0,K1III(+M),4826.00,45.00,-55.00,0,4.870000,0.170000,-0.140000,0,1.340000,0.110000,-0.120000,0,0.2100,0.1000,-0.1000,0,[Fe/H],3.190000,0.060000,-0.070000,0,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000,0.16480000,-0.16480000,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348
7 CMa c,7 CMa,1,2,Radial Velocity,2019,Multiple Observatories,0,996.00000000000,1.50000000000,-52.40000000000,0,2.1530000000,0.0030000000,-0.0800000000,0,13.90000000,,,0,1.24000000,,,0,276.51210000,19.06980000,-19.06980000,0,0.87000000,0.06000000,-0.06000000,0,Msin(i)/sin(i),0.080000,0.050000,-0.040000,0,,,,,,,,,0,K1III(+M),4826.00,45.00,-55.00,0,4.870000,0.170000,-0.140000,0,1.340000,0.110000,-0.120000,0,0.2100,0.1000,-0.1000,0,[Fe/H],3.190000,0.060000,-0.070000,0,06h36m41.11s,99.1712760,-19d15m22.25s,-19.2561808,19.81010000,0.16480000,-0.16480000,3.9500000,0.0300000,-0.0300000,1.5640000,0.2520000,-0.2520000,3.6785300,0.0041348,-0.0041348
70 Vir b,70 Vir,1,1,Radial Velocity,1996,Lick Observatory,0,116.68800000000,0.00540000000,-0.00540000000,0,0.4810000000,0.0220000000,-0.0220000000,0,12.60000000,,,0,1.13000000,,,0,2380.45000000,193.87000000,-193.87000000,0,7.49000000,0.61000000,-0.61000000,0,Mass,0.398800,0.001900,-0.001900,0,,,,,,,,,0,G5V,5495.00,,,0,1.890000,,,0,1.090000,,,0,-0.0900,0.0300,-0.0300,0,[Fe/H],3.950000,,,0,13h28m25.56s,202.1064898,+13d46m34.71s,13.7763085,17.90110000,0.05600000,-0.05570000,4.9680800,0.0230000,-0.0230000,3.5000000,0.2940000,-0.2940000,4.7617800,0.0044158,-0.0044158
8 UMi b,8 UMi,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,93.40000000000,4.50000000000,-4.50000000000,0,0.4900000000,0.0200000000,-0.0200000000,0,13.60000000,,,0,1.22000000,,,0,416.35730000,50.85280000,-50.85280000,0,1.31000000,0.16000000,-0.16000000,0,Msini,0.060000,0.090000,-0.090000,0,,,,,,,,,0,K0,4847.00,7.00,-7.00,0,10.300000,0.570000,-0.570000,0,1.440000,0.190000,-0.190000,0,-0.0300,,,0,[Fe/H],2.570000,0.030000,-0.030000,0,14h56m48.40s,224.2016850,+74d54m03.38s,74.9009379,162.55200000,0.65100000,-0.64600000,6.8329500,0.0230000,-0.0230000,4.5150000,0.0200000,-0.0200000,6.5589600,0.0002370,-0.0002370
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,1005.57000000000,1.84000000000,-1.94000000000,0,2.1040000000,0.0030000000,-0.0030000000,0,13.10000000,,,0,1.17000000,,,0,1051.05854195,24.79061575,-21.29450327,0,3.30700000,0.07800000,-0.06700000,0,Msini,0.037000,0.015000,-0.025000,0,,,,,,,,,0,G5 III,4734.00,,,0,11.210000,0.810000,-0.350000,0,1.230000,0.300000,-0.250000,0,-0.1100,0.1000,-0.0600,0,[Fe/H],2.410000,0.070000,-0.060000,0,02h37m41.85s,39.4243555,-03d23m46.90s,-3.3963607,101.26000000,1.22200000,-1.22200000,5.6430700,0.0230000,-0.0230000,3.2660000,0.2580000,-0.2580000,5.3758800,0.0031065,-0.0031065
BD+03 2562 b,BD+03 2562,1,1,Radial Velocity,2017,Multiple Observatories,0,481.90000000000,2.70000000000,-2.80000000000,0,1.3000000000,0.1000000000,-0.1000000000,0,12.70000000,,,0,1.13000000,,,0,2034.11200000,413.17900000,-413.17900000,0,6.40000000,1.30000000,-1.30000000,0,Msini,0.200000,0.120000,-0.080000,0,,,,,,,,,0,,4095.00,20.00,-20.00,0,32.350000,8.820000,-8.820000,0,1.140000,0.250000,-0.250000,0,-0.7100,0.0900,-0.0900,0,[Fe/H],1.890000,0.100000,-0.100000,0,11h50m15.53s,177.5647268,+02d45m36.39s,2.7601075,1070.63000000,63.87500000,-63.87500000,9.5770000,0.0080000,-0.0080000,6.0210000,0.0210000,-0.0210000,8.9977000,0.0002920,-0.0002920
BD+14 4559 b,BD+14 4559,1,1,Radial Velocity,2009,McDonald Observatory,0,268.94000000000,0.99000000000,-0.99000000000,0,0.7800000000,0.0500000000,-0.0500000000,0,13.80000000,,,0,1.23000000,,,0,330.54320000,149.38010000,-149.38010000,0,1.04000000,0.47000000,-0.47000000,0,Msini,0.290000,0.030000,-0.030000,0,,,,,,,,,0,K2 V,4864.00,101.00,-101.00,0,0.860000,0.040000,-0.040000,0,0.490000,0.330000,-0.330000,0,0.1700,,,0,[Fe/H],4.260000,0.290000,-0.290000,0,21h13m36.24s,318.4010002,+14d41m21.78s,14.6893834,49.35200000,0.08460000,-0.08440000,9.7800000,0.0300000,-0.0300000,7.3360000,0.0230000,-0.0230000,9.3510800,0.0002530,-0.0002530
BD+15 2375 b,BD+15 2375,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,153.22000000000,0.44000000000,-0.44000000000,0,0.5760000000,0.0270000000,-0.0270000000,0,13.80000000,,,0,1.23000000,,,0,337.21763000,85.81410000,-85.81410000,0,1.06100000,0.27000000,-0.27000000,0,Msini,0.001000,0.250000,-0.001000,0,,,,,,,,,0,G5,4649.00,30.00,-30.00,0,8.950000,1.450000,-1.450000,0,1.080000,0.140000,-0.140000,0,-0.2200,0.0800,-0.0800,0,[Fe/H],2.610000,0.120000,-0.120000,0,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.04500000,45.03800000,-45.03800000,10.4100000,0.0100000,-0.0100000,7.7180000,0.0170000,-0.0170000,9.9918000,0.0004580,-0.0004580
BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,McDonald Observatory,0,137.48000000000,0.34000000000,-0.34000000000,0,0.5390000000,,,0,13.70000000,,,0,1.23000000,,,0,352.78000000,,,0,1.11000000,,,0,Msini,0.260000,0.100000,-0.100000,0,,,,,,,,,0,K0,4796.00,117.00,-117.00,0,14.700000,2.800000,-2.800000,0,1.100000,0.200000,-0.200000,0,0.2800,0.0700,-0.0700,0,[Fe/H],2.800000,0.450000,-0.450000,0,16h00m22.95s,240.0956400,+15d32m48.30s,15.5467507,426.42000000,6.44000000,-6.44000000,9.0100000,0.0300000,-0.0300000,6.5250000,0.0160000,-0.0160000,8.7178000,0.0002910,-0.0002910
BD+20 2457 b,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,0,379.63000000000,2.01000000000,-2.01000000000,0,1.4500000000,,,0,12.10000000,,,0,1.08000000,,,0,6807.63000000,,,0,21.42000000,,,0,Msini,0.150000,0.030000,-0.030000,0,,,,,,,,,0,K2 II,4137.00,10.00,-10.00,0,49.000000,26.000000,-26.000000,0,2.800000,1.500000,-1.500000,0,-1.0000,0.0700,-0.0700,0,[Fe/H],1.510000,0.050000,-0.050000,0,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.71000000,189.92500000,-189.92500000,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,9.2268400,0.0004420,-0.0004420
BD+20 2457 c,BD+20 2457,1,2,Radial Velocity,2009,McDonald Observatory,0,621.99000000000,10.20000000000,-10.20000000000,0,2.0100000000,,,0,12.40000000,,,0,1.10000000,,,0,3963.17000000,,,0,12.47000000,,,0,Msini,0.180000,0.060000,-0.060000,0,,,,,,,,,0,K2 II,4137.00,10.00,-10.00,0,49.000000,26.000000,-26.000000,0,2.800000,1.500000,-1.500000,0,-1.0000,0.0700,-0.0700,0,[Fe/H],1.510000,0.050000,-0.050000,0,10h16m44.83s,154.1867820,+19d53m28.55s,19.8912626,1539.71000000,189.92500000,-189.92500000,9.7430000,0.0080000,-0.0080000,6.4200000,0.0210000,-0.0210000,9.2268400,0.0004420,-0.0004420
BD+20 274 b,BD+20 274,1,1,Radial Velocity,2012,McDonald Observatory,0,578.20000000000,5.40000000000,-5.40000000000,0,1.3000000000,,,0,13.00000000,,,0,1.16000000,,,0,1334.88600000,,,0,4.20000000,,,0,Msini,0.210000,0.060000,-0.060000,0,,,,,,,,,0,K5 III,4296.00,10.00,-10.00,0,17.300000,0.900000,-0.900000,0,0.800000,0.200000,-0.200000,0,-0.4600,0.0700,-0.0700,0,[Fe/H],1.990000,0.050000,-0.050000,0,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51000000,80.53500000,-80.53500000,9.3670000,0.0080000,-0.0080000,6.1690000,0.0270000,-0.0270000,8.9161300,0.0004680,-0.0004680
BD+45 564 b,BD+45 564,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,307.88000000000,1.47000000000,-1.47000000000,0,0.8300000000,0.0400000000,-0.0400000000,0,13.60000000,,,0,1.21000000,,,0,432.24663352,38.13940884,-38.13940884,0,1.36000000,0.12000000,-0.12000000,0,Msini,0.120000,0.060000,-0.060000,0,,,,,,,,,0,K1,5004.00,50.00,-50.00,0,0.813064,0.041485,-0.044083,0,0.810000,0.072000,-0.072000,0,-0.0900,0.0300,-0.0300,0,[Fe/H],4.220000,0.130000,-0.130000,0,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.62200000,0.19190000,-0.19050000,9.6700000,0.0300000,-0.0300000,7.5570000,0.0240000,-0.0240000,9.4126600,0.0002550,-0.0002550
BD+48 738 b,BD+48 738,1,1,Radial Velocity,2011,McDonald Observatory,0,392.60000000000,5.50000000000,-5.50000000000,0,1.0000000000,,,0,13.90000000,,,0,1.24000000,,,0,289.22530000,,,0,0.91000000,,,0,Msini,0.200000,0.100000,-0.100000,0,,,,,,,,,0,K0 III,4414.00,15.00,-15.00,0,11.000000,1.000000,-1.000000,0,0.740000,0.390000,-0.390000,0,-0.2000,0.0700,-0.0700,0,[Fe/H],2.240000,0.060000,-0.060000,0,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.49300000,43.84900000,-43.84900000,9.1390000,0.0040000,-0.0040000,5.9040000,0.0180000,-0.0180000,8.6556900,0.0003650,-0.0003650
BD+48 740 b,BD+48 740,1,1,Radial Velocity,2018,Multiple Observatories,0,733.00000000000,5.00000000000,-8.00000000000,0,1.7000000000,0.1000000000,-0.1000000000,0,13.50000000,,,0,1.20000000,,,0,540.31100000,222.48100000,-222.48100000,0,1.70000000,0.70000000,-0.70000000,0,Msini,0.760000,0.050000,-0.090000,0,,,,,,,,,0,K3 III,4534.00,8.00,-8.00,0,10.330000,1.810000,-1.810000,0,1.090000,0.160000,-0.160000,0,-0.1300,0.0600,-0.0600,0,[Fe/H],2.480000,0.040000,-0.040000,0,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.58900000,21.53350000,-21.53350000,8.6900000,0.0300000,-0.0300000,5.6450000,0.0170000,-0.0170000,8.2644900,0.0007610,-0.0007610
BD+49 828 b,BD+49 828,1,1,Radial Velocity,2015,McDonald Observatory,0,2590.00000000000,300.00000000000,-180.00000000000,0,4.2000000000,0.3200000000,-0.2000000000,0,13.50000000,,,0,1.21000000,,,0,508.50000000,127.10000000,-63.60000000,0,1.60000000,0.40000000,-0.20000000,0,Msini,0.350000,0.240000,-0.100000,0,,,,,,,,,0,K0,4943.00,30.00,-30.00,0,7.600000,1.300000,-1.300000,0,1.520000,0.220000,-0.220000,0,-0.1900,0.0600,-0.0600,0,[Fe/H],2.850000,0.090000,-0.090000,0,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.04200000,7.65400000,-7.65400000,9.3810000,0.0050000,-0.0050000,6.5710000,0.0210000,-0.0210000,9.0285100,0.0002350,-0.0002350
BD+55 362 b,BD+55 362,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,265.59000000000,1.04000000000,-1.04000000000,0,0.7800000000,0.0500000000,-0.0500000000,0,14.00000000,,,0,1.25000000,,,0,228.83645304,25.42627256,-25.42627256,0,0.72000000,0.08000000,-0.08000000,0,Msini,0.270000,0.060000,-0.060000,0,,,,,,,,,0,K3,5012.00,78.00,-78.00,0,0.896193,0.062857,-0.042550,0,0.909000,0.099000,-0.099000,0,0.1800,0.0500,-0.0500,0,[Fe/H],4.090000,0.160000,-0.160000,0,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.56970000,0.09740000,-0.09710000,9.3800000,0.0300000,-0.0300000,7.3310000,0.0210000,-0.0210000,9.1530500,0.0001630,-0.0001630
BD+63 1405 b,BD+63 1405,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,1198.48000000000,60.79000000000,-60.79000000000,0,2.0600000000,0.1400000000,-0.1400000000,0,12.40000000,,,0,1.11000000,,,0,3305.41543280,413.17692910,-349.61124770,0,10.40000000,1.30000000,-1.10000000,0,Mass,0.880000,0.020000,-0.020000,0,,,,,,,,,0,K0,5000.00,53.00,-53.00,0,0.804724,0.040718,-0.059493,0,0.816000,0.083000,-0.083000,0,-0.0900,0.0300,-0.0300,0,[Fe/H],4.200000,0.170000,-0.170000,0,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.04730000,0.03290000,-0.03290000,8.9600000,0.0300000,-0.0300000,6.7800000,0.0170000,-0.0170000,8.7050000,0.0002570,-0.0002570
BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,1,3.87280000000,0.00040000000,-0.00040000000,0,0.0428000000,0.0007000000,-0.0007000000,0,2.85000000,,,0,0.25400000,,,0,8.50000000,1.30000000,-1.30000000,0,0.02700000,0.00400000,-0.00400000,0,Msini,0.000000,,,0,,,,,,,,,0,K7/M0 V,4324.00,100.00,-100.00,0,0.686355,0.063406,-0.074042,0,0.700000,,,0,-0.1400,0.1700,-0.1700,0,[Fe/H],4.740000,0.020000,-0.020000,0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.26950000,0.02200000,-0.02180000,9.7000000,0.0300000,-0.0300000,6.3050000,0.0180000,-0.0180000,9.1067700,0.0006020,-0.0006020
BD-06 1339 c,BD-06 1339,1,2,Radial Velocity,2013,La Silla Observatory,0,125.94000000000,0.44000000000,-0.44000000000,0,0.4350000000,0.0070000000,-0.0070000000,0,8.38000000,,,0,0.74700000,,,0,53.00000000,8.00000000,-8.00000000,0,0.17000000,0.03000000,-0.03000000,0,Msini,0.310000,0.110000,-0.110000,0,,,,,,,,,0,K7/M0 V,4324.00,100.00,-100.00,0,0.686355,0.063406,-0.074042,0,0.700000,,,0,-0.1400,0.1700,-0.1700,0,[Fe/H],4.740000,0.020000,-0.020000,0,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.26950000,0.02200000,-0.02180000,9.7000000,0.0300000,-0.0300000,6.3050000,0.0180000,-0.0180000,9.1067700,0.0006020,-0.0006020
BD-08 2823 b,BD-08 2823,1,2,Radial Velocity,2009,La Silla Observatory,0,5.60000000000,0.02000000000,-0.02000000000,0,0.0600000000,0.0000000000,0.0000000000,0,3.61000000,,,0,0.32200000,,,0,12.71320000,3.17830000,-3.17830000,0,0.04000000,0.01000000,-0.01000000,0,Msini,0.150000,0.150000,-0.150000,0,,,,,,,,,0,K3 V,4816.00,114.00,-114.00,0,0.710000,0.040000,-0.040000,0,0.500000,0.260000,-0.260000,0,-0.0600,,,0,[Fe/H],4.430000,0.220000,-0.220000,0,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.33420000,0.06850000,-0.06820000,9.8600000,0.0300000,-0.0300000,7.3230000,0.0210000,-0.0210000,9.5033100,0.0004180,-0.0004180
